sku_id,description,category,sub_category,upc,unit_of_measure,case_qty,unit_weight_lbs,unit_length_in,unit_width_in,unit_height_in,unit_cube_cuft,shelf_type,surge_group,first_received_date,is_active,current_vel_picks_per_day,old_vel_picks_per_day,abc_tier_current,abc_tier_at_slotting,slotting_drift
SKU-00132,Active Legging - XS / Slate Blue,Apparel & Footwear,Athletic & Activewear,153925667258,EA,48,0.34,9.5,5.6,1.6,0.0493,APP,surge,2023-05-30,True,36.1903,19.7305,A,A,False
SKU-00133,Swift Jogger - XL / Dusty Rose,Apparel & Footwear,Athletic & Activewear,424469833715,EA,12,1.08,17.5,8.1,1.3,0.1066,APP,surge,2024-10-20,True,0.8985,0.4898,B,C,True
SKU-00134,Swift Tee - S / Slate Blue,Apparel & Footwear,Athletic & Activewear,827791797181,EA,24,0.59,14.5,11.1,2.3,0.2142,APP,surge,2023-10-17,True,1.1383,0.6206,B,C,True
SKU-00135,Swift Tee - XL / Slate Blue,Apparel & Footwear,Athletic & Activewear,045494907522,EA,24,0.77,13.1,8.9,4.0,0.2699,APP,surge,2023-05-06,True,1.6408,0.8946,B,B,False
SKU-00136,Elite Tee - M / Olive,Apparel & Footwear,Athletic & Activewear,247088767794,EA,12,0.35,17.8,9.2,3.7,0.3506,APP,surge,2023-05-06,True,1.4629,0.7976,B,B,False
SKU-00137,Swift Sports Bra - XL / Tan,Apparel & Footwear,Athletic & Activewear,769973546835,EA,6,1.07,14.3,8.1,3.0,0.2011,APP,surge,2023-01-11,True,13.9796,7.6215,A,A,False
SKU-00138,ProFit Windbreaker - S / Olive,Apparel & Footwear,Athletic & Activewear,313617287251,EA,6,0.71,10.2,11.7,1.4,0.0967,APP,surge,2022-04-29,True,4.4664,2.435,A,B,True
SKU-00139,Swift Windbreaker - XS / Slate Blue,Apparel & Footwear,Athletic & Activewear,187717817374,EA,24,0.44,10.0,7.6,2.6,0.1144,APP,surge,2024-11-30,True,1.7014,0.9276,B,B,False
SKU-00140,Dynamic Sports Bra - XXL / Grey,Apparel & Footwear,Athletic & Activewear,871044275718,EA,12,0.55,11.1,6.1,2.7,0.1058,APP,surge,2023-12-14,True,0.8297,0.4524,B,C,True
SKU-00141,Elite Running Short - XL / Tan,Apparel & Footwear,Athletic & Activewear,243372971312,EA,12,1.04,10.4,8.2,1.5,0.074,APP,surge,2024-12-19,True,0.9678,0.5277,B,C,True
SKU-00142,Performance Sports Bra - XL / Black,Apparel & Footwear,Athletic & Activewear,570934660869,EA,12,0.69,11.0,8.3,1.7,0.0898,APP,surge,2023-06-04,True,2.3342,1.2726,B,B,False
SKU-00143,Flex Sports Bra - S / Dusty Rose,Apparel & Footwear,Athletic & Activewear,707054444445,EA,24,1.1,17.1,12.1,2.4,0.2874,APP,surge,2023-08-14,True,0.8518,0.4644,B,C,True
SKU-00144,Active Tee - M / Slate Blue,Apparel & Footwear,Athletic & Activewear,087968181314,EA,24,1.05,9.1,7.0,3.4,0.1253,APP,surge,2024-07-12,True,1.365,0.7442,B,B,False
SKU-00145,Dynamic Legging - L / Burgundy,Apparel & Footwear,Athletic & Activewear,622121706974,EA,6,0.85,17.4,8.1,2.7,0.2202,APP,surge,2022-09-19,True,6.4432,3.5128,A,A,False
SKU-00146,Dynamic Sports Bra - M / Slate Blue,Apparel & Footwear,Athletic & Activewear,929971269842,EA,48,0.91,9.9,6.6,3.4,0.1286,APP,surge,2024-07-02,True,0.8185,0.4462,B,C,True
SKU-00147,Core Hoodie - L / Black,Apparel & Footwear,Athletic & Activewear,627767537882,EA,24,1.17,10.6,8.9,2.3,0.1256,APP,surge,2025-05-16,True,0.8943,0.4876,B,C,True
SKU-00148,Performance Jogger - S / White,Apparel & Footwear,Athletic & Activewear,857870133713,EA,12,0.81,17.9,5.3,1.6,0.0878,APP,surge,2024-10-13,True,4.4716,2.4378,A,B,True
SKU-00149,Performance Tee - S / Navy,Apparel & Footwear,Athletic & Activewear,567619146429,EA,6,0.48,12.1,9.3,3.6,0.2344,APP,surge,2024-08-07,True,2.0864,1.1375,B,B,False
SKU-00150,Performance Running Short - S / Grey,Apparel & Footwear,Athletic & Activewear,121144221729,EA,24,0.96,15.5,5.9,2.4,0.127,APP,surge,2022-10-25,True,7.6378,4.164,A,A,False
SKU-00151,Elite Hoodie - XL / Navy,Apparel & Footwear,Athletic & Activewear,095492486320,EA,6,0.54,10.7,7.3,1.4,0.0633,APP,surge,2024-11-13,True,1.7333,0.945,B,B,False
SKU-00152,Elite Tank Top - M / Grey,Apparel & Footwear,Athletic & Activewear,682802508853,EA,6,0.88,15.8,6.9,3.8,0.2397,APP,surge,2023-05-28,True,0.9342,0.5093,B,C,True
SKU-00153,Flex Running Short - M / White,Apparel & Footwear,Athletic & Activewear,179408159708,EA,6,0.98,9.3,12.0,3.8,0.2454,APP,surge,2022-12-27,True,3.2243,1.7578,A,B,True
SKU-00154,Performance Tank Top - XL / Slate Blue,Apparel & Footwear,Athletic & Activewear,655583879972,EA,24,0.56,9.2,7.1,2.5,0.0945,APP,surge,2023-01-11,True,2.0598,1.123,B,B,False
SKU-00155,Swift Legging - XS / Navy,Apparel & Footwear,Athletic & Activewear,490789193336,EA,24,0.91,13.2,6.7,3.4,0.174,APP,surge,2023-11-14,True,2.1207,1.1562,B,B,False
SKU-00156,Flex Tank Top - XXL / White,Apparel & Footwear,Athletic & Activewear,025763694873,EA,12,1.19,8.9,8.7,3.6,0.1613,APP,surge,2022-12-02,True,1.2642,0.6892,B,B,False
SKU-00157,Performance Jogger - XL / Slate Blue,Apparel & Footwear,Athletic & Activewear,904297356440,EA,12,0.6,14.1,10.9,3.5,0.3113,APP,surge,2024-04-09,True,1.0324,0.5628,B,C,True
SKU-00158,Dynamic Hoodie - XL / Burgundy,Apparel & Footwear,Athletic & Activewear,803752582778,EA,12,1.08,8.3,8.6,3.8,0.157,APP,surge,2024-09-11,True,3.9393,2.1477,A,B,True
SKU-00159,Performance Sports Bra - L / White,Apparel & Footwear,Athletic & Activewear,403947163795,EA,6,0.78,15.8,7.2,1.7,0.1119,APP,surge,2023-11-11,True,1.8581,1.013,B,B,False
SKU-00160,Swift Jogger - XXL / Dusty Rose,Apparel & Footwear,Athletic & Activewear,880395112919,EA,24,0.7,14.4,6.8,3.7,0.2097,APP,surge,2022-06-08,True,4.6376,2.5283,A,B,True
SKU-00161,Active Sports Bra - S / Tan,Apparel & Footwear,Athletic & Activewear,113009000158,EA,24,0.6,9.7,6.9,1.3,0.0504,APP,surge,2023-07-13,True,1.0603,0.5781,B,C,True
SKU-00162,Core Windbreaker - L / Slate Blue,Apparel & Footwear,Athletic & Activewear,459744731401,EA,12,1.0,14.3,12.9,2.9,0.3096,APP,surge,2022-11-02,True,4.1371,2.2555,A,B,True
SKU-00163,Core Jogger - S / White,Apparel & Footwear,Athletic & Activewear,639668808723,EA,24,0.53,9.5,7.2,3.5,0.1385,APP,surge,2024-09-10,True,1.2969,0.707,B,B,False
SKU-00164,Core Windbreaker - S / Dusty Rose,Apparel & Footwear,Athletic & Activewear,223526461691,EA,12,0.92,17.1,7.7,2.7,0.2057,APP,surge,2023-03-02,True,1.8422,1.0044,B,B,False
SKU-00165,Swift Jogger - XS / Dusty Rose,Apparel & Footwear,Athletic & Activewear,044092348772,EA,48,0.91,14.8,5.7,2.3,0.1123,APP,surge,2022-09-24,True,1.1306,0.6164,B,C,True
SKU-00166,Dynamic Running Short - L / Navy,Apparel & Footwear,Athletic & Activewear,067994956697,EA,6,0.79,15.6,9.3,2.5,0.2099,APP,surge,2025-02-26,True,1.1423,0.6228,B,C,True
SKU-00167,Dynamic Tank Top - M / Olive,Apparel & Footwear,Athletic & Activewear,549954514210,EA,24,0.76,12.8,13.3,2.5,0.2463,APP,surge,2025-05-21,True,12.3323,6.7235,A,A,False
SKU-00168,Core Tee - XL / Navy,Apparel & Footwear,Athletic & Activewear,259119914613,EA,12,0.69,15.7,11.6,1.1,0.1159,APP,surge,2023-05-02,True,1.0426,0.5684,B,C,True
SKU-00169,Flex Legging - XXL / Slate Blue,Apparel & Footwear,Athletic & Activewear,951748398272,EA,12,0.67,15.6,7.1,3.7,0.2372,APP,surge,2024-08-01,True,1.6684,0.9096,B,B,False
SKU-00170,Elite Legging - XXL / Dusty Rose,Apparel & Footwear,Athletic & Activewear,153678493235,EA,24,0.54,13.8,13.9,4.0,0.444,APP,surge,2022-09-20,True,2.796,1.5243,A,B,True
SKU-00171,Elite Windbreaker - XS / White,Apparel & Footwear,Athletic & Activewear,995792036505,EA,12,0.57,12.4,13.9,4.0,0.399,APP,surge,2023-10-08,True,3.1029,1.6916,A,B,True
SKU-00172,Core Legging - L / Navy,Apparel & Footwear,Athletic & Activewear,435141589402,EA,6,0.87,12.1,11.7,2.0,0.1639,APP,surge,2022-12-15,True,1.2899,0.7033,B,B,False
SKU-00173,Core Jogger - L / Tan,Apparel & Footwear,Athletic & Activewear,268260009580,EA,6,0.8,8.2,7.8,1.5,0.0555,APP,surge,2022-09-01,True,1.0285,0.5607,B,C,True
SKU-00174,Dynamic Sports Bra - XXL / Tan,Apparel & Footwear,Athletic & Activewear,304868105159,EA,12,0.44,14.1,9.0,2.3,0.1689,APP,surge,2023-08-18,True,1.2266,0.6687,B,B,False
SKU-00175,Dynamic Jogger - XXL / Dusty Rose,Apparel & Footwear,Athletic & Activewear,159984539473,EA,24,0.44,10.0,10.9,3.2,0.2019,APP,surge,2024-09-01,True,1.4498,0.7904,B,B,False
SKU-00176,Core Tank Top - M / Navy,Apparel & Footwear,Athletic & Activewear,345626675827,EA,6,0.34,11.5,11.4,1.1,0.0835,APP,surge,2025-01-21,True,1.0454,0.57,B,C,True
SKU-00177,Flex Legging - M / White,Apparel & Footwear,Athletic & Activewear,825414011859,EA,12,0.73,14.0,7.2,1.1,0.0642,APP,surge,2024-09-28,True,0.9831,0.536,B,C,True
SKU-00178,Active Legging - S / Dusty Rose,Apparel & Footwear,Athletic & Activewear,508779192915,EA,24,1.14,8.2,13.3,3.9,0.2461,APP,surge,2025-02-19,True,1.2524,0.6828,B,B,False
SKU-00179,Core Tank Top - XS / Navy,Apparel & Footwear,Athletic & Activewear,655167707718,EA,24,1.06,14.1,10.5,2.3,0.1971,APP,surge,2023-11-16,True,1.0859,0.592,B,C,True
SKU-00180,Core Legging - M / Grey,Apparel & Footwear,Athletic & Activewear,039132745957,EA,6,0.76,11.1,13.7,3.2,0.2816,APP,surge,2024-09-12,True,11.7345,6.3975,A,A,False
SKU-00181,Core Tee - XXL / Tan,Apparel & Footwear,Athletic & Activewear,564912066951,EA,12,1.07,11.8,12.7,1.7,0.1474,APP,surge,2025-02-07,True,1.0022,0.5464,B,C,True
SKU-00182,Active Tank Top - XS / Black,Apparel & Footwear,Athletic & Activewear,771253087538,EA,6,0.91,11.4,5.6,2.4,0.0887,APP,surge,2023-12-16,True,1.94,1.0577,B,B,False
SKU-00183,Core Running Short - XXL / Dusty Rose,Apparel & Footwear,Athletic & Activewear,642121161052,EA,12,1.16,14.5,6.0,3.7,0.1863,APP,surge,2024-12-09,True,8.0507,4.3891,A,A,False
SKU-00184,Flex Tee - XL / Olive,Apparel & Footwear,Athletic & Activewear,406633367140,EA,12,0.7,12.1,9.7,1.8,0.1223,APP,surge,2024-08-04,True,0.7829,0.4268,B,C,True
SKU-00185,Elite Windbreaker - L / Burgundy,Apparel & Footwear,Athletic & Activewear,852510657384,EA,24,0.71,11.9,12.3,2.1,0.1779,APP,surge,2025-01-24,True,1.145,0.6242,B,C,True
SKU-00186,Active Tee - M / Dusty Rose,Apparel & Footwear,Athletic & Activewear,279277562999,EA,24,1.0,17.4,5.2,2.8,0.1466,APP,surge,2025-04-02,True,1.8266,0.9958,B,B,False
SKU-00187,Flex Hoodie - L / Dusty Rose,Apparel & Footwear,Athletic & Activewear,091004185304,EA,6,0.7,13.5,6.3,2.0,0.0984,APP,surge,2022-04-03,True,1.9707,1.0744,B,B,False
SKU-00188,Flex Tee - S / Grey,Apparel & Footwear,Athletic & Activewear,927500540975,EA,48,0.73,9.3,5.5,3.8,0.1125,APP,surge,2022-04-11,True,0.8281,0.4515,B,C,True
SKU-00189,Core Hoodie - S / White,Apparel & Footwear,Athletic & Activewear,124883359921,EA,24,0.53,13.0,12.7,2.3,0.2198,APP,surge,2024-06-03,True,1.238,0.6749,B,B,False
SKU-00190,Swift Legging - XL / Slate Blue,Apparel & Footwear,Athletic & Activewear,415632534337,EA,12,0.33,11.9,6.8,3.0,0.1405,APP,surge,2023-11-23,True,2.1466,1.1703,B,B,False
SKU-00191,Elite Windbreaker - M / Slate Blue,Apparel & Footwear,Athletic & Activewear,094370545192,EA,24,0.63,16.5,10.1,1.6,0.1543,APP,surge,2022-12-29,True,1.9333,1.054,B,B,False
SKU-00192,Core Tee - XL / White,Apparel & Footwear,Athletic & Activewear,174769435115,EA,24,0.42,16.1,13.4,2.8,0.3496,APP,surge,2023-09-06,True,2.1804,1.1887,B,B,False
SKU-00193,ProFit Legging - M / White,Apparel & Footwear,Athletic & Activewear,622091723280,EA,12,0.46,14.1,5.1,3.8,0.1581,APP,surge,2024-06-29,True,2.0064,1.0939,B,B,False
SKU-00194,Active Legging - S / Tan,Apparel & Footwear,Athletic & Activewear,333060222759,EA,12,0.47,11.8,8.5,2.0,0.1161,APP,surge,2022-05-31,True,1.9208,1.0472,B,B,False
SKU-00195,Flex Running Short - XS / Slate Blue,Apparel & Footwear,Athletic & Activewear,077848141778,EA,24,0.75,13.3,7.8,3.3,0.1981,APP,surge,2024-05-26,True,0.9894,0.5394,B,C,True
SKU-00196,Elite Windbreaker - M / Black,Apparel & Footwear,Athletic & Activewear,002610677786,EA,24,1.14,8.9,13.9,3.3,0.2363,APP,surge,2022-08-23,True,2.4052,1.3113,B,B,False
SKU-00197,ProFit Tank Top - XXL / Olive,Apparel & Footwear,Athletic & Activewear,644293840812,EA,48,0.39,10.8,8.7,1.1,0.0598,APP,surge,2022-07-11,True,1.338,0.7295,B,B,False
SKU-00198,Elite Hoodie - XXL / Navy,Apparel & Footwear,Athletic & Activewear,423501736554,EA,12,0.68,11.3,9.5,2.3,0.1429,APP,surge,2022-10-01,True,1.403,0.7649,B,B,False
SKU-00199,Core Legging - L / White,Apparel & Footwear,Athletic & Activewear,581195512835,EA,12,0.53,17.7,12.1,3.9,0.4834,APP,surge,2024-07-17,True,3.1611,1.7234,A,B,True
SKU-00200,ProFit Running Short - M / Grey,Apparel & Footwear,Athletic & Activewear,203518005522,EA,6,1.14,9.2,10.1,3.2,0.1721,APP,surge,2023-04-07,True,1.0548,0.5751,B,C,True
SKU-00201,Flex Tee - S / Olive,Apparel & Footwear,Athletic & Activewear,231537444171,EA,24,0.41,17.4,13.1,1.6,0.2111,APP,surge,2022-03-09,True,1.4358,0.7828,B,B,False
SKU-00202,Core Windbreaker - XS / Dusty Rose,Apparel & Footwear,Athletic & Activewear,908159693333,EA,24,0.71,16.7,9.3,3.8,0.3415,APP,surge,2023-12-09,True,3.344,1.8231,A,B,True
SKU-00203,Core Sports Bra - M / Tan,Apparel & Footwear,Athletic & Activewear,476050161356,EA,12,0.67,9.9,13.1,1.8,0.1351,APP,surge,2025-01-31,True,4.6487,2.5344,A,B,True
SKU-00204,Elite Windbreaker - XS / Black,Apparel & Footwear,Athletic & Activewear,839385428043,EA,24,1.15,15.5,12.9,1.4,0.162,APP,surge,2024-07-28,True,1.0633,0.5797,B,C,True
SKU-00205,Swift Jogger - XL / Olive,Apparel & Footwear,Athletic & Activewear,332365970325,EA,12,0.65,10.0,7.4,2.9,0.1242,APP,surge,2022-04-17,True,2.2501,1.2267,B,B,False
SKU-00206,Performance Hoodie - S / Black,Apparel & Footwear,Athletic & Activewear,749659840045,EA,6,0.77,17.1,12.1,1.2,0.1437,APP,surge,2024-12-24,True,1.0644,0.5803,B,C,True
SKU-00207,Core Tee - S / Dusty Rose,Apparel & Footwear,Athletic & Activewear,569647585800,EA,6,0.98,13.1,11.5,3.6,0.3139,APP,surge,2023-08-10,True,0.8026,0.4375,B,C,True
SKU-00208,Elite Tank Top - S / Slate Blue,Apparel & Footwear,Athletic & Activewear,018377326048,EA,24,0.49,16.6,10.8,2.3,0.2386,APP,surge,2022-12-09,True,0.96,0.5233,B,C,True
SKU-00209,Elite Hoodie - L / Burgundy,Apparel & Footwear,Athletic & Activewear,562362600760,EA,48,0.48,10.9,13.7,3.1,0.2679,APP,surge,2025-05-16,True,1.2316,0.6715,B,B,False
SKU-00210,Swift Jogger - M / White,Apparel & Footwear,Athletic & Activewear,248403755425,EA,24,0.96,17.5,11.8,2.4,0.2868,APP,surge,2022-07-06,True,3.4981,1.9071,A,B,True
SKU-00211,Active Jogger - L / Dusty Rose,Apparel & Footwear,Athletic & Activewear,731221178469,EA,48,1.2,8.8,8.5,1.5,0.0649,APP,surge,2025-04-13,True,0.8382,0.457,B,C,True
SKU-00212,Core Sports Bra - XL / Black,Apparel & Footwear,Athletic & Activewear,393211154485,EA,6,0.36,12.0,5.7,1.8,0.0713,APP,surge,2024-03-07,True,1.4668,0.7997,B,B,False
SKU-00213,Elite Hoodie - M / Olive,Apparel & Footwear,Athletic & Activewear,288355603160,EA,24,1.04,9.4,8.9,3.1,0.1501,APP,surge,2023-01-21,True,1.034,0.5637,B,C,True
SKU-00214,Dynamic Hoodie - L / Tan,Apparel & Footwear,Athletic & Activewear,780030805872,EA,12,0.56,15.2,5.6,3.6,0.1773,APP,surge,2023-08-19,True,3.674,2.003,A,B,True
SKU-00215,Performance Windbreaker - L / Black,Apparel & Footwear,Athletic & Activewear,894158902408,EA,6,0.68,16.0,9.4,2.5,0.2176,APP,surge,2023-04-04,True,8.4734,4.6196,A,A,False
SKU-00216,ProFit Jogger - XL / Dusty Rose,Apparel & Footwear,Athletic & Activewear,352443637283,EA,6,0.92,10.6,8.8,2.1,0.1134,APP,surge,2024-11-27,True,0.917,0.4999,B,C,True
SKU-00217,Elite Tee - S / Olive,Apparel & Footwear,Athletic & Activewear,980241501027,EA,12,1.08,14.0,6.2,3.1,0.1557,APP,surge,2022-03-23,True,7.376,4.0213,A,A,False
SKU-00218,Active Tank Top - L / Dusty Rose,Apparel & Footwear,Athletic & Activewear,378350351992,EA,12,0.34,15.5,5.6,2.8,0.1406,APP,surge,2024-10-12,True,0.9443,0.5148,B,C,True
SKU-00219,Flex Tee - XXL / Navy,Apparel & Footwear,Athletic & Activewear,674838225572,EA,48,0.41,13.6,10.4,3.4,0.2783,APP,surge,2024-05-01,True,1.0151,0.5534,B,C,True
SKU-00220,Active Tank Top - XL / Black,Apparel & Footwear,Athletic & Activewear,159431329510,EA,48,1.14,14.8,13.8,2.3,0.2718,APP,surge,2022-05-28,True,0.872,0.4754,B,C,True
SKU-00221,Swift Hoodie - S / White,Apparel & Footwear,Athletic & Activewear,199710068627,EA,6,0.41,10.0,11.9,1.3,0.0895,APP,surge,2022-09-26,True,1.1048,0.6023,B,C,True
SKU-00222,Elite Hoodie - XXL / Grey,Apparel & Footwear,Athletic & Activewear,190516446739,EA,12,0.95,13.9,7.9,3.1,0.197,APP,surge,2024-11-15,True,0.9524,0.5192,B,C,True
SKU-00223,Elite Tank Top - XL / Olive,Apparel & Footwear,Athletic & Activewear,004485753667,EA,12,0.48,13.4,9.3,2.7,0.1947,APP,surge,2023-05-02,True,1.3554,0.7389,B,B,False
SKU-00224,Swift Windbreaker - L / Navy,Apparel & Footwear,Athletic & Activewear,711285985630,EA,12,1.01,14.2,9.8,2.8,0.2255,APP,surge,2023-06-29,True,1.1001,0.5998,B,C,True
SKU-00225,Elite Running Short - L / Navy,Apparel & Footwear,Athletic & Activewear,952374880735,EA,12,0.5,15.3,12.4,2.8,0.3074,APP,surge,2024-03-17,True,1.2097,0.6595,B,C,True
SKU-00226,Active Hoodie - M / Slate Blue,Apparel & Footwear,Athletic & Activewear,993592912308,EA,48,0.35,9.4,6.7,2.1,0.0765,APP,surge,2024-02-28,True,3.8996,2.126,A,B,True
SKU-00227,Dynamic Tank Top - XS / Olive,Apparel & Footwear,Athletic & Activewear,991410999865,EA,48,1.0,16.0,6.0,2.8,0.1556,APP,surge,2023-08-14,True,1.1981,0.6532,B,C,True
SKU-00228,Core Windbreaker - S / Dusty Rose,Apparel & Footwear,Athletic & Activewear,667948728059,EA,24,0.49,16.2,9.5,1.1,0.098,APP,surge,2022-05-21,True,2.3772,1.296,B,B,False
SKU-00229,Elite Jogger - M / Tan,Apparel & Footwear,Athletic & Activewear,812072383102,EA,48,0.78,14.4,9.2,2.3,0.1763,APP,surge,2023-08-19,True,9.2863,5.0627,A,A,False
SKU-00230,Swift Windbreaker - M / Navy,Apparel & Footwear,Athletic & Activewear,762941990998,EA,12,0.49,9.6,10.1,2.1,0.1178,APP,surge,2023-05-14,True,1.4963,0.8158,B,B,False
SKU-00231,ProFit Sports Bra - S / Slate Blue,Apparel & Footwear,Athletic & Activewear,099517133085,EA,12,0.86,14.4,11.2,1.0,0.0933,APP,surge,2023-10-06,True,1.688,0.9203,B,B,False
SKU-00232,Performance Jogger - XXL / Dusty Rose,Apparel & Footwear,Athletic & Activewear,830941639255,EA,12,0.69,11.4,7.2,2.6,0.1235,APP,surge,2023-10-15,True,6.5745,3.5843,A,A,False
SKU-00233,Swift Sports Bra - XXL / Grey,Apparel & Footwear,Athletic & Activewear,902224808666,EA,6,0.88,17.5,7.6,3.1,0.2386,APP,surge,2022-12-30,True,0.7996,0.4359,B,C,True
SKU-00234,Elite Tee - S / Tan,Apparel & Footwear,Athletic & Activewear,704609306567,EA,12,0.76,14.0,8.6,1.1,0.0766,APP,surge,2022-09-27,True,1.0264,0.5595,B,C,True
SKU-00235,Dynamic Hoodie - L / White,Apparel & Footwear,Athletic & Activewear,911930283071,EA,12,0.79,14.2,11.3,3.6,0.3343,APP,surge,2025-05-17,True,1.1303,0.6162,B,C,True
SKU-00236,Elite Tee - XXL / Grey,Apparel & Footwear,Athletic & Activewear,048768768182,EA,24,0.7,11.3,6.5,2.4,0.102,APP,surge,2022-06-18,True,1.0563,0.5759,B,C,True
SKU-00237,Swift Running Short - XS / Dusty Rose,Apparel & Footwear,Athletic & Activewear,448654774011,EA,12,0.38,12.1,13.5,3.9,0.3687,APP,surge,2023-06-03,True,1.4056,0.7663,B,B,False
SKU-00238,Core Jogger - XL / Slate Blue,Apparel & Footwear,Athletic & Activewear,985437021421,EA,12,0.51,14.7,8.2,3.7,0.2581,APP,surge,2022-08-18,True,2.0966,1.143,B,B,False
SKU-00239,Flex Jogger - XXL / Tan,Apparel & Footwear,Athletic & Activewear,325995147533,EA,6,1.04,17.0,12.9,3.9,0.4949,APP,surge,2024-06-18,True,28.2654,15.41,A,A,False
SKU-00240,Swift Jogger - XXL / Dusty Rose,Apparel & Footwear,Athletic & Activewear,566514246228,EA,12,0.52,8.8,9.5,3.7,0.179,APP,surge,2024-10-01,True,2.7251,1.4857,A,B,True
SKU-00241,Performance Hoodie - S / Olive,Apparel & Footwear,Athletic & Activewear,228837970618,EA,6,0.94,15.6,10.2,3.6,0.3315,APP,surge,2022-03-17,True,1.9637,1.0706,B,B,False
SKU-00242,ProFit Hoodie - L / White,Apparel & Footwear,Athletic & Activewear,992345517238,EA,24,0.68,16.1,11.7,2.4,0.2616,APP,surge,2024-02-13,True,1.1556,0.63,B,C,True
SKU-00243,Flex Windbreaker - S / Olive,Apparel & Footwear,Athletic & Activewear,386075343654,EA,12,0.65,10.5,9.4,3.4,0.1942,APP,surge,2024-02-10,True,2.3036,1.2559,B,B,False
SKU-00244,Performance Tee - M / Black,Apparel & Footwear,Athletic & Activewear,786703685821,EA,6,0.72,13.8,9.5,2.4,0.1821,APP,surge,2023-07-10,True,1.4,0.7633,B,B,False
SKU-00245,Core Jogger - M / Slate Blue,Apparel & Footwear,Athletic & Activewear,124519330829,EA,12,0.56,15.4,7.1,3.0,0.1898,APP,surge,2022-08-02,True,0.8213,0.4478,B,C,True
SKU-00246,Active Legging - XL / Slate Blue,Apparel & Footwear,Athletic & Activewear,988665037857,EA,6,0.45,16.2,5.3,2.2,0.1093,APP,surge,2023-11-20,True,1.8798,1.0248,B,B,False
SKU-00247,Active Running Short - S / White,Apparel & Footwear,Athletic & Activewear,890232810892,EA,12,1.1,10.3,6.5,2.9,0.1124,APP,surge,2023-10-11,True,1.9142,1.0436,B,B,False
SKU-00248,Swift Legging - L / Grey,Apparel & Footwear,Athletic & Activewear,982364412787,EA,12,1.19,8.1,10.0,2.5,0.1172,APP,surge,2024-12-13,True,12.4513,6.7883,A,A,False
SKU-00249,ProFit Windbreaker - XXL / Olive,Apparel & Footwear,Athletic & Activewear,150352547105,EA,12,0.65,16.9,5.0,1.9,0.0929,APP,surge,2023-02-15,True,0.9861,0.5376,B,C,True
SKU-00250,Elite Tank Top - XXL / Black,Apparel & Footwear,Athletic & Activewear,278347127174,EA,48,0.82,8.9,12.6,1.5,0.0973,APP,surge,2025-04-13,True,1.3771,0.7508,B,B,False
SKU-00251,Elite Tank Top - XXL / Tan,Apparel & Footwear,Athletic & Activewear,584798565655,EA,12,0.5,15.2,12.5,1.2,0.1319,APP,surge,2023-04-19,True,5.2471,2.8607,A,A,False
SKU-00252,Active Hoodie - L / Burgundy,Apparel & Footwear,Athletic & Activewear,595406088921,EA,12,1.13,9.0,7.8,1.2,0.0487,APP,surge,2022-10-29,True,1.0006,0.5455,B,C,True
SKU-00253,Core Sports Bra - XXL / Olive,Apparel & Footwear,Athletic & Activewear,665512514171,EA,6,1.1,8.5,11.8,2.1,0.1219,APP,surge,2023-05-06,True,3.7816,2.0617,A,B,True
SKU-00254,Elite Tank Top - S / Slate Blue,Apparel & Footwear,Athletic & Activewear,755943587047,EA,12,0.62,10.2,11.2,3.1,0.2049,APP,surge,2022-03-22,True,10.0061,5.4552,A,A,False
SKU-00255,Elite Hoodie - S / Slate Blue,Apparel & Footwear,Athletic & Activewear,567739046045,EA,24,1.06,13.8,10.6,2.1,0.1778,APP,surge,2025-01-02,True,1.3879,0.7567,B,B,False
SKU-00256,Dynamic Tank Top - XXL / Olive,Apparel & Footwear,Athletic & Activewear,910028264040,EA,12,0.52,11.3,11.6,1.6,0.1214,APP,surge,2023-08-07,True,1.0001,0.5452,B,C,True
SKU-00257,Performance Sports Bra - M / Black,Apparel & Footwear,Athletic & Activewear,726660899997,EA,6,0.55,14.0,8.9,3.8,0.274,APP,surge,2023-11-24,True,1.0735,0.5853,B,C,True
SKU-00258,Performance Windbreaker - M / Navy,Apparel & Footwear,Athletic & Activewear,845428763696,EA,12,0.5,16.1,11.6,1.7,0.1837,APP,surge,2024-07-09,True,2.3904,1.3032,B,B,False
