snapshot_date,sku_id,location_code,zone,shelf_type,ergonomic_tier,level_height_in,dist_from_dock_ft,qty_on_hand,qty_allocated,qty_available,days_since_last_replenishment,last_replenishment_date,abc_tier_at_slotting,abc_tier_current,slotting_drift,current_vel_picks_per_day
2025-06-20,SKU-00219,C-03L-004-1-B,C,APP,floor,9,275,17,1,16,7,2025-06-13,C,B,True,1.015
2025-06-20,SKU-00220,E-03R-006-4-B,E,APP,sub_prime,63,525,12,0,12,13,2025-06-07,C,B,True,0.872
2025-06-20,SKU-00221,C-03R-004-1-A,C,APP,floor,9,275,16,0,16,20,2025-05-31,C,B,True,1.105
2025-06-20,SKU-00222,D-03R-006-4-A,D,APP,sub_prime,63,400,18,0,18,14,2025-06-06,C,B,True,0.952
2025-06-20,SKU-00223,C-03L-006-3-A,C,APP,prime,45,275,22,0,22,19,2025-06-01,B,B,False,1.355
2025-06-20,SKU-00224,E-04L-008-2-A,E,APP,prime,27,525,12,0,12,18,2025-06-02,C,B,True,1.1
2025-06-20,SKU-00225,E-04R-016-4-A,E,APP,sub_prime,63,525,6,1,5,10,2025-06-10,C,B,True,1.21
2025-06-20,SKU-00226,B-04R-015-1-A,B,APP,floor,9,150,26,3,23,5,2025-06-15,B,A,True,3.9
2025-06-20,SKU-00227,E-03R-005-3-A,E,APP,prime,45,525,10,0,10,2,2025-06-18,C,B,True,1.198
2025-06-20,SKU-00228,E-04L-013-2-A,E,APP,prime,27,525,37,0,37,12,2025-06-08,B,B,False,2.377
2025-06-20,SKU-00229,A-04R-007-2-A,A,APP,prime,27,50,109,1,108,4,2025-06-16,A,A,False,9.286
2025-06-20,SKU-00230,C-04R-006-1-B,C,APP,floor,9,275,24,1,23,11,2025-06-09,B,B,False,1.496
2025-06-20,SKU-00231,A-03R-007-2-B,A,APP,prime,27,50,18,2,16,1,2025-06-19,B,B,False,1.688
2025-06-20,SKU-00232,B-04R-020-3-A,B,APP,prime,45,150,127,7,120,10,2025-06-10,A,A,False,6.574
2025-06-20,SKU-00233,D-04L-018-2-B,D,APP,prime,27,400,12,0,12,4,2025-06-16,C,B,True,0.8
2025-06-20,SKU-00234,E-04L-018-3-B,E,APP,prime,45,525,13,0,13,17,2025-06-03,C,B,True,1.026
2025-06-20,SKU-00235,E-04L-018-4-B,E,APP,sub_prime,63,525,6,0,6,20,2025-05-31,C,B,True,1.13
2025-06-20,SKU-00236,D-03L-015-4-B,D,APP,sub_prime,63,400,9,1,8,19,2025-06-01,C,B,True,1.056
2025-06-20,SKU-00237,B-03L-005-1-B,B,APP,floor,9,150,28,1,27,17,2025-06-03,B,B,False,1.406
2025-06-20,SKU-00238,C-03L-008-2-A,C,APP,prime,27,275,11,2,9,12,2025-06-08,B,B,False,2.097
2025-06-20,SKU-00239,A-04L-019-1-B,A,APP,floor,9,50,222,35,187,12,2025-06-08,A,A,False,28.265
2025-06-20,SKU-00240,B-04L-009-4-B,B,APP,sub_prime,63,150,47,2,45,7,2025-06-13,B,A,True,2.725
2025-06-20,SKU-00241,D-04R-016-4-B,D,APP,sub_prime,63,400,11,0,11,6,2025-06-14,B,B,False,1.964
2025-06-20,SKU-00242,E-04R-004-2-B,E,APP,prime,27,525,7,0,7,11,2025-06-09,C,B,True,1.156
2025-06-20,SKU-00243,A-04L-017-4-B,A,APP,sub_prime,63,50,40,2,38,4,2025-06-16,B,B,False,2.304
2025-06-20,SKU-00244,C-04R-017-1-B,C,APP,floor,9,275,25,1,24,3,2025-06-17,B,B,False,1.4
2025-06-20,SKU-00245,E-03R-004-4-B,E,APP,sub_prime,63,525,4,0,4,10,2025-06-10,C,B,True,0.821
2025-06-20,SKU-00246,E-03L-001-3-A,E,APP,prime,45,525,16,2,14,6,2025-06-14,B,B,False,1.88
2025-06-20,SKU-00247,B-04R-005-3-B,B,APP,prime,45,150,21,2,19,13,2025-06-07,B,B,False,1.914
2025-06-20,SKU-00248,B-04R-005-4-A,B,APP,sub_prime,63,150,117,12,105,16,2025-06-04,A,A,False,12.451
2025-06-20,SKU-00249,E-03L-015-3-A,E,APP,prime,45,525,8,0,8,5,2025-06-15,C,B,True,0.986
2025-06-20,SKU-00250,B-04R-008-1-B,B,APP,floor,9,150,24,0,24,3,2025-06-17,B,B,False,1.377
2025-06-20,SKU-00251,B-03R-014-3-B,B,APP,prime,45,150,59,9,50,11,2025-06-09,A,A,False,5.247
2025-06-20,SKU-00252,E-03L-020-4-A,E,APP,sub_prime,63,525,20,1,19,7,2025-06-13,C,B,True,1.001
2025-06-20,SKU-00253,C-03R-003-3-B,C,APP,prime,45,275,55,5,50,9,2025-06-11,B,A,True,3.782
2025-06-20,SKU-00254,A-04L-020-4-A,A,APP,sub_prime,63,50,61,3,58,4,2025-06-16,A,A,False,10.006
2025-06-20,SKU-00255,D-03R-005-2-B,D,APP,prime,27,400,12,1,11,17,2025-06-03,B,B,False,1.388
2025-06-20,SKU-00256,A-03R-007-2-A,A,APP,prime,27,50,7,0,7,15,2025-06-05,C,B,True,1.0
2025-06-20,SKU-00257,D-04R-005-2-B,D,APP,prime,27,400,18,0,18,2,2025-06-18,C,B,True,1.073
2025-06-20,SKU-00258,D-03R-010-4-A,D,APP,sub_prime,63,400,34,3,31,19,2025-06-01,B,B,False,2.39
2025-06-20,SKU-00259,E-04R-013-1-B,E,APP,floor,9,525,10,1,9,18,2025-06-02,C,B,True,1.166
2025-06-20,SKU-00260,C-03L-011-2-B,C,APP,prime,27,275,46,3,43,7,2025-06-13,B,B,False,2.539
2025-06-20,SKU-00261,D-04R-011-1-B,D,APP,floor,9,400,5,1,4,16,2025-06-04,C,B,True,1.044
2025-06-20,SKU-00262,C-03R-011-1-A,C,APP,floor,9,275,28,1,27,14,2025-06-06,B,B,False,1.759
2025-06-20,SKU-00263,C-03R-002-3-B,C,APP,prime,45,275,23,1,22,17,2025-06-03,B,B,False,1.698
2025-06-20,SKU-00264,C-03L-008-1-B,C,APP,floor,9,275,144,11,133,6,2025-06-14,A,A,False,8.4
2025-06-20,SKU-00265,D-04L-009-4-B,D,APP,sub_prime,63,400,16,0,16,5,2025-06-15,C,B,True,0.813
2025-06-20,SKU-00266,D-03R-006-2-A,D,APP,prime,27,400,12,0,12,3,2025-06-17,C,B,True,1.051
2025-06-20,SKU-00267,B-03R-013-4-A,B,APP,sub_prime,63,150,40,1,39,20,2025-05-31,B,A,True,3.232
2025-06-20,SKU-00268,E-03L-013-1-A,E,APP,floor,9,525,27,3,24,16,2025-06-04,B,B,False,2.101
2025-06-20,SKU-00269,D-03R-003-1-A,D,APP,floor,9,400,9,0,9,8,2025-06-12,B,B,False,1.263
2025-06-20,SKU-00270,A-03R-009-2-A,A,APP,prime,27,50,3,0,3,7,2025-06-13,C,B,True,0.785
2025-06-20,SKU-00271,C-03L-018-3-A,C,APP,prime,45,275,13,1,12,4,2025-06-16,C,B,True,1.04
2025-06-20,SKU-00272,C-04L-017-4-B,C,APP,sub_prime,63,275,14,0,14,15,2025-06-05,C,B,True,0.924
2025-06-20,SKU-00273,E-04L-002-1-A,E,APP,floor,9,525,12,0,12,3,2025-06-17,C,B,True,0.782
2025-06-20,SKU-00274,B-03R-019-3-B,B,APP,prime,45,150,20,0,20,10,2025-06-10,B,B,False,1.363
2025-06-20,SKU-00275,C-04L-013-2-A,C,APP,prime,27,275,23,1,22,6,2025-06-14,B,B,False,1.594
2025-06-20,SKU-00276,B-03R-014-2-B,B,APP,prime,27,150,21,3,18,13,2025-06-07,B,A,True,3.639
2025-06-20,SKU-00277,D-04R-011-2-B,D,APP,prime,27,400,3,0,3,18,2025-06-02,C,B,True,0.796
2025-06-20,SKU-00278,E-04R-012-4-A,E,APP,sub_prime,63,525,24,1,23,7,2025-06-13,B,B,False,1.34
2025-06-20,SKU-00279,E-04R-003-3-B,E,APP,prime,45,525,13,0,13,11,2025-06-09,C,B,True,0.85
2025-06-20,SKU-00280,D-03L-010-1-A,D,APP,floor,9,400,12,0,12,2,2025-06-18,C,B,True,0.985
2025-06-20,SKU-00281,D-03L-011-1-A,D,APP,floor,9,400,8,0,8,18,2025-06-02,C,B,True,0.783
2025-06-20,SKU-00282,D-04R-002-2-B,D,APP,prime,27,400,31,1,30,16,2025-06-04,B,B,False,1.759
2025-06-20,SKU-00283,D-04L-020-3-A,D,APP,prime,45,400,17,0,17,15,2025-06-05,C,B,True,1.042
2025-06-20,SKU-00284,B-03R-012-4-A,B,APP,sub_prime,63,150,12,0,12,9,2025-06-11,C,B,True,0.827
2025-06-20,SKU-00285,D-03R-006-2-B,D,APP,prime,27,400,11,0,11,6,2025-06-14,B,B,False,1.317
2025-06-20,SKU-00286,E-04L-017-4-B,E,APP,sub_prime,63,525,8,1,7,6,2025-06-14,B,B,False,1.333
2025-06-20,SKU-00287,B-03L-007-4-A,B,APP,sub_prime,63,150,7,0,7,9,2025-06-11,C,B,True,1.038
2025-06-20,SKU-00288,C-03R-006-2-A,C,APP,prime,27,275,38,3,35,19,2025-06-01,B,B,False,2.389
2025-06-20,SKU-00289,B-04R-011-2-A,B,APP,prime,27,150,15,1,14,6,2025-06-14,B,B,False,1.32
2025-06-20,SKU-00290,A-03L-003-2-A,A,APP,prime,27,50,40,1,39,4,2025-06-16,A,A,False,6.127
2025-06-20,SKU-00291,A-04L-017-2-A,A,APP,prime,27,50,52,9,43,18,2025-06-02,A,A,False,7.839
2025-06-20,SKU-00292,E-04L-005-2-B,E,APP,prime,27,525,14,0,14,9,2025-06-11,C,B,True,0.79
2025-06-20,SKU-00293,C-03L-006-1-A,C,APP,floor,9,275,40,0,40,6,2025-06-14,B,A,True,2.697
2025-06-20,SKU-00294,D-03R-020-3-A,D,APP,prime,45,400,15,0,15,10,2025-06-10,C,B,True,0.954
2025-06-20,SKU-00295,C-03L-014-1-A,C,APP,floor,9,275,48,2,46,14,2025-06-06,B,B,False,2.343
2025-06-20,SKU-00296,B-03R-006-4-A,B,APP,sub_prime,63,150,67,3,64,3,2025-06-17,B,A,True,3.972
2025-06-20,SKU-00297,E-03R-013-1-B,E,APP,floor,9,525,12,0,12,5,2025-06-15,B,B,False,1.601
2025-06-20,SKU-00298,B-04L-002-2-B,B,APP,prime,27,150,24,1,23,2,2025-06-18,B,B,False,1.225
2025-06-20,SKU-00299,D-04R-001-2-A,D,APP,prime,27,400,7,0,7,4,2025-06-16,C,B,True,0.787
2025-06-20,SKU-00300,D-04R-019-3-B,D,APP,prime,45,400,25,1,24,3,2025-06-17,B,B,False,1.995
2025-06-20,SKU-00301,C-04R-007-4-B,C,APP,sub_prime,63,275,18,2,16,3,2025-06-17,B,B,False,1.599
2025-06-20,SKU-00302,D-03L-005-1-B,D,APP,floor,9,400,6,0,6,4,2025-06-16,C,B,True,0.779
2025-06-20,SKU-00303,B-03L-008-1-A,B,APP,floor,9,150,163,11,152,19,2025-06-01,A,A,False,14.449
2025-06-20,SKU-00304,D-03L-017-4-B,D,APP,sub_prime,63,400,20,0,20,18,2025-06-02,C,B,True,1.118
2025-06-20,SKU-00305,B-04R-006-2-B,B,APP,prime,27,150,5,0,5,15,2025-06-05,C,B,True,0.818
2025-06-20,SKU-00306,D-04L-005-2-A,D,APP,prime,27,400,12,0,12,4,2025-06-16,C,B,True,0.929
2025-06-20,SKU-00307,C-03L-017-3-A,C,APP,prime,45,275,17,0,17,15,2025-06-05,C,B,True,0.925
2025-06-20,SKU-00308,C-04L-006-4-B,C,APP,sub_prime,63,275,45,0,45,6,2025-06-14,B,B,False,2.392
2025-06-20,SKU-00309,B-04R-014-2-A,B,APP,prime,27,150,42,0,42,7,2025-06-13,B,B,False,2.622
2025-06-20,SKU-00310,C-04L-017-3-B,C,APP,prime,45,275,12,0,12,9,2025-06-11,C,B,True,0.884
2025-06-20,SKU-00311,E-04L-015-4-A,E,APP,sub_prime,63,525,15,0,15,18,2025-06-02,C,B,True,0.895
2025-06-20,SKU-00312,D-03R-009-1-A,D,APP,floor,9,400,8,0,8,7,2025-06-13,C,B,True,0.88
2025-06-20,SKU-00313,E-03L-011-4-A,E,APP,sub_prime,63,525,8,0,8,15,2025-06-05,C,B,True,0.9
2025-06-20,SKU-00314,B-03R-010-3-B,B,APP,prime,45,150,12,1,11,9,2025-06-11,B,B,False,1.378
2025-06-20,SKU-00315,A-03R-020-4-A,A,APP,sub_prime,63,50,220,9,211,18,2025-06-02,A,A,False,11.257
2025-06-20,SKU-00316,E-04R-019-3-A,E,APP,prime,45,525,19,1,18,11,2025-06-09,C,B,True,1.051
2025-06-20,SKU-00317,A-03L-016-3-A,A,APP,prime,45,50,63,4,59,11,2025-06-09,A,A,False,5.797
2025-06-20,SKU-00318,A-04R-009-4-A,A,APP,sub_prime,63,50,71,6,65,3,2025-06-17,A,A,False,6.286
2025-06-20,SKU-00319,B-03R-003-2-B,B,APP,prime,27,150,16,0,16,18,2025-06-02,B,B,False,1.248
2025-06-20,SKU-00320,C-03R-015-3-A,C,APP,prime,45,275,4,0,4,18,2025-06-02,C,B,True,0.938
2025-06-20,SKU-00321,C-04R-010-2-B,C,APP,prime,27,275,35,1,34,7,2025-06-13,B,B,False,1.949
2025-06-20,SKU-00322,D-04R-016-3-A,D,APP,prime,45,400,17,0,17,12,2025-06-08,C,B,True,0.998
2025-06-20,SKU-00323,C-03L-007-4-A,C,APP,sub_prime,63,275,7,0,7,2,2025-06-18,C,B,True,0.851
2025-06-20,SKU-00324,C-03L-004-3-B,C,APP,prime,45,275,141,9,132,11,2025-06-09,A,A,False,8.882
2025-06-20,SKU-00325,D-04L-005-3-B,D,APP,prime,45,400,16,0,16,19,2025-06-01,C,B,True,0.946
2025-06-20,SKU-00326,B-04L-006-2-B,B,APP,prime,27,150,167,9,158,9,2025-06-11,A,A,False,8.985
2025-06-20,SKU-00327,D-04R-001-3-A,D,APP,prime,45,400,13,0,13,10,2025-06-10,C,B,True,0.791
2025-06-20,SKU-00328,C-03R-019-4-B,C,APP,sub_prime,63,275,27,2,25,6,2025-06-14,B,B,False,1.662
2025-06-20,SKU-00329,B-04L-006-3-A,B,APP,prime,45,150,35,2,33,3,2025-06-17,B,B,False,1.747
2025-06-20,SKU-00330,B-03L-002-1-A,B,APP,floor,9,150,39,1,38,2,2025-06-18,B,B,False,2.27
2025-06-20,SKU-00331,B-04L-003-2-B,B,APP,prime,27,150,10,0,10,19,2025-06-01,B,B,False,1.434
2025-06-20,SKU-00332,C-03L-010-3-B,C,APP,prime,45,275,33,3,30,3,2025-06-17,B,B,False,2.311
2025-06-20,SKU-00333,D-03R-016-2-B,D,APP,prime,27,400,7,1,6,13,2025-06-07,C,B,True,1.049
2025-06-20,SKU-00334,D-04R-020-4-A,D,APP,sub_prime,63,400,20,2,18,12,2025-06-08,B,B,False,2.321
2025-06-20,SKU-00335,E-04L-008-4-A,E,APP,sub_prime,63,525,12,0,12,14,2025-06-06,C,B,True,0.927
2025-06-20,SKU-00336,E-04R-018-4-A,E,APP,sub_prime,63,525,4,0,4,14,2025-06-06,C,B,True,0.824
2025-06-20,SKU-00337,D-04L-006-4-A,D,APP,sub_prime,63,400,25,1,24,12,2025-06-08,B,B,False,1.416
2025-06-20,SKU-00338,B-03R-012-3-B,B,APP,prime,45,150,24,1,23,10,2025-06-10,B,A,True,2.841
2025-06-20,SKU-00339,D-03L-002-3-A,D,APP,prime,45,400,30,1,29,14,2025-06-06,B,B,False,1.928
2025-06-20,SKU-00340,A-04L-017-1-A,A,APP,floor,9,50,35,0,35,9,2025-06-11,A,A,False,6.642
2025-06-20,SKU-00341,A-04R-007-1-A,A,APP,floor,9,50,108,9,99,7,2025-06-13,A,A,False,6.94
2025-06-20,SKU-00342,C-03R-007-4-A,C,APP,sub_prime,63,275,15,0,15,11,2025-06-09,B,B,False,2.049
2025-06-20,SKU-00343,E-04R-004-4-A,E,APP,sub_prime,63,525,5,0,5,19,2025-06-01,C,B,True,0.897
2025-06-20,SKU-00344,A-03L-006-2-B,A,APP,prime,27,50,62,4,58,1,2025-06-19,A,A,False,6.83
2025-06-20,SKU-00345,C-03R-006-3-B,C,APP,prime,45,275,224,16,208,15,2025-06-05,A,A,False,11.127
2025-06-20,SKU-00346,D-04R-020-2-A,D,APP,prime,27,400,8,0,8,15,2025-06-05,C,B,True,0.813
2025-06-20,SKU-00347,D-03R-018-2-B,D,APP,prime,27,400,21,2,19,1,2025-06-19,B,B,False,1.926
2025-06-20,SKU-00348,B-03R-013-4-B,B,APP,sub_prime,63,150,136,7,129,19,2025-06-01,A,A,False,8.239
2025-06-20,SKU-00349,E-04L-009-3-A,E,APP,prime,45,525,6,0,6,9,2025-06-11,C,B,True,0.783
2025-06-20,SKU-00350,E-04L-013-2-B,E,APP,prime,27,525,26,1,25,13,2025-06-07,B,B,False,2.438
2025-06-20,SKU-00351,D-04R-002-3-A,D,APP,prime,45,400,7,0,7,15,2025-06-05,C,B,True,0.933
2025-06-20,SKU-00352,D-04R-018-2-A,D,APP,prime,27,400,5,0,5,3,2025-06-17,C,B,True,0.85
2025-06-20,SKU-00353,A-04L-018-4-A,A,APP,sub_prime,63,50,284,2,282,19,2025-06-01,A,A,False,13.929
2025-06-20,SKU-00354,A-03R-003-1-B,A,APP,floor,9,50,153,4,149,15,2025-06-05,A,A,False,16.002
2025-06-20,SKU-00355,D-04R-012-4-A,D,APP,sub_prime,63,400,6,0,6,20,2025-05-31,C,B,True,0.872
2025-06-20,SKU-00356,A-04R-017-1-B,A,APP,floor,9,50,105,5,100,7,2025-06-13,A,A,False,5.062
2025-06-20,SKU-00357,D-04L-020-4-B,D,APP,sub_prime,63,400,15,1,14,12,2025-06-08,B,B,False,1.343
2025-06-20,SKU-00358,A-03L-008-1-B,A,APP,floor,9,50,65,7,58,15,2025-06-05,A,A,False,6.256
2025-06-20,SKU-00359,D-03L-009-4-B,D,APP,sub_prime,63,400,4,0,4,14,2025-06-06,C,B,True,0.903
2025-06-20,SKU-00360,D-04L-017-2-A,D,APP,prime,27,400,60,0,60,1,2025-06-19,B,A,True,2.942
2025-06-20,SKU-00361,D-04L-009-3-A,D,APP,prime,45,400,24,0,24,2,2025-06-18,B,B,False,1.493
2025-06-20,SKU-00362,C-03L-018-3-B,C,APP,prime,45,275,22,1,21,14,2025-06-06,C,B,True,1.166
2025-06-20,SKU-00363,D-04R-009-4-B,D,APP,sub_prime,63,400,13,0,13,5,2025-06-15,C,B,True,0.859
2025-06-20,SKU-00364,B-04L-018-3-B,B,APP,prime,45,150,28,0,28,3,2025-06-17,B,B,False,1.457
2025-06-20,SKU-00365,B-04R-018-2-B,B,APP,prime,27,150,19,1,18,3,2025-06-17,C,B,True,1.039
2025-06-20,SKU-00366,C-04L-008-3-A,C,APP,prime,45,275,22,6,16,19,2025-06-01,B,A,True,3.536
2025-06-20,SKU-00367,A-04L-014-1-B,A,APP,floor,9,50,117,1,116,17,2025-06-03,A,A,False,6.688
2025-06-20,SKU-00368,B-03L-004-4-A,B,APP,sub_prime,63,150,50,4,46,9,2025-06-11,B,A,True,2.71
2025-06-20,SKU-00369,D-03R-019-2-B,D,APP,prime,27,400,9,0,9,15,2025-06-05,C,B,True,0.971
2025-06-20,SKU-00370,A-03R-008-4-B,A,APP,sub_prime,63,50,74,13,61,17,2025-06-03,A,A,False,8.328
2025-06-20,SKU-00371,C-03L-010-1-B,C,APP,floor,9,275,17,0,17,3,2025-06-17,C,B,True,1.017
2025-06-20,SKU-00372,E-04R-002-4-A,E,APP,sub_prime,63,525,14,0,14,10,2025-06-10,C,B,True,0.892
2025-06-20,SKU-00373,C-04R-019-1-A,C,APP,floor,9,275,71,1,70,1,2025-06-19,B,A,True,4.426
2025-06-20,SKU-00374,B-03R-007-3-B,B,APP,prime,45,150,39,2,37,8,2025-06-12,B,B,False,2.404
2025-06-20,SKU-00375,D-04R-007-4-B,D,APP,sub_prime,63,400,33,4,29,15,2025-06-05,B,A,True,2.678
2025-06-20,SKU-00376,B-04L-004-2-B,B,APP,prime,27,150,289,55,234,2,2025-06-18,A,A,False,34.575
2025-06-20,SKU-00377,D-04R-014-2-A,D,APP,prime,27,400,10,0,10,2,2025-06-18,C,B,True,0.856
2025-06-20,SKU-00378,E-03L-009-1-A,E,APP,floor,9,525,18,0,18,2,2025-06-18,C,B,True,1.118
2025-06-20,SKU-00379,A-03R-020-4-B,A,APP,sub_prime,63,50,206,4,202,14,2025-06-06,A,A,False,10.757
2025-06-20,SKU-00380,D-03L-004-2-B,D,APP,prime,27,400,5,0,5,14,2025-06-06,C,B,True,0.979
2025-06-20,SKU-00381,E-03L-001-1-A,E,APP,floor,9,525,72,6,66,17,2025-06-03,B,A,True,3.734
2025-06-20,SKU-00382,B-03L-004-3-A,B,APP,prime,45,150,23,0,23,16,2025-06-04,B,B,False,1.316
2025-06-20,SKU-00383,E-04L-005-1-A,E,APP,floor,9,525,23,1,22,11,2025-06-09,B,B,False,1.509
2025-06-20,SKU-00384,C-04R-006-1-A,C,APP,floor,9,275,44,4,40,14,2025-06-06,B,A,True,4.274
2025-06-20,SKU-00385,B-04L-010-2-A,B,APP,prime,27,150,10,0,10,12,2025-06-08,B,B,False,1.478
2025-06-20,SKU-00386,D-03L-002-4-A,D,APP,sub_prime,63,400,9,1,8,1,2025-06-19,C,B,True,1.075
2025-06-20,SKU-00387,D-04R-004-4-B,D,APP,sub_prime,63,400,21,1,20,19,2025-06-01,B,B,False,1.78
2025-06-20,SKU-00388,B-03L-020-2-B,B,APP,prime,27,150,32,6,26,6,2025-06-14,A,A,False,4.877
2025-06-20,SKU-00389,E-03R-015-3-A,E,APP,prime,45,525,16,0,16,18,2025-06-02,C,B,True,0.811
2025-06-20,SKU-00390,C-03L-009-2-A,C,APP,prime,27,275,41,1,40,1,2025-06-19,B,A,True,3.8
2025-06-20,SKU-00391,C-04L-006-1-A,C,APP,floor,9,275,30,1,29,8,2025-06-12,B,B,False,2.448
2025-06-20,SKU-00392,B-03L-019-1-B,B,APP,floor,9,150,837,22,815,13,2025-06-07,A,A,False,42.091
2025-06-20,SKU-00393,D-03R-012-1-A,D,APP,floor,9,400,15,0,15,12,2025-06-08,C,B,True,0.871
2025-06-20,SKU-00394,B-03R-010-2-A,B,APP,prime,27,150,44,4,40,5,2025-06-15,B,A,True,3.177
2025-06-20,SKU-00395,D-04L-020-1-B,D,APP,floor,9,400,13,1,12,4,2025-06-16,C,B,True,1.032
2025-06-20,SKU-00396,C-04R-018-3-A,C,APP,prime,45,275,17,0,17,12,2025-06-08,C,B,True,0.86
2025-06-20,SKU-00397,C-04L-006-4-A,C,APP,sub_prime,63,275,94,4,90,20,2025-05-31,B,A,True,4.734
2025-06-20,SKU-00398,A-03R-017-1-A,A,APP,floor,9,50,34,2,32,12,2025-06-08,B,B,False,2.327
2025-06-20,SKU-00399,C-04L-002-3-B,C,APP,prime,45,275,28,0,28,20,2025-05-31,B,B,False,1.683
2025-06-20,SKU-00400,E-04R-016-3-B,E,APP,prime,45,525,7,0,7,7,2025-06-13,C,B,True,0.806
2025-06-20,SKU-00401,A-03L-002-2-B,A,APP,prime,27,50,27,0,27,14,2025-06-06,B,B,False,1.491
2025-06-20,SKU-00402,C-03R-001-2-A,C,APP,prime,27,275,13,0,13,3,2025-06-17,B,B,False,2.413
2025-06-20,SKU-00403,B-03L-009-1-B,B,APP,floor,9,150,49,2,47,4,2025-06-16,A,A,False,5.841
2025-06-20,SKU-00404,B-04L-002-3-B,B,APP,prime,45,150,45,2,43,14,2025-06-06,B,B,False,2.476
2025-06-20,SKU-00405,C-04R-011-1-A,C,APP,floor,9,275,20,2,18,12,2025-06-08,B,A,True,3.514
2025-06-20,SKU-00406,B-03L-005-2-B,B,APP,prime,27,150,30,2,28,15,2025-06-05,B,B,False,1.783
2025-06-20,SKU-00407,C-03R-009-2-B,C,APP,prime,27,275,11,0,11,16,2025-06-04,C,B,True,1.213
2025-06-20,SKU-00408,A-03L-009-1-A,A,APP,floor,9,50,401,10,391,6,2025-06-14,A,A,False,19.657
2025-06-20,SKU-00409,A-04R-010-2-A,A,APP,prime,27,50,22,3,19,14,2025-06-06,B,A,True,2.739
2025-06-20,SKU-00410,B-03L-016-4-A,B,APP,sub_prime,63,150,15,0,15,20,2025-05-31,C,B,True,0.949
2025-06-20,SKU-00411,C-03L-008-4-A,C,APP,sub_prime,63,275,74,1,73,16,2025-06-04,A,A,False,5.661
2025-06-20,SKU-00412,D-03R-006-4-B,D,APP,sub_prime,63,400,39,0,39,3,2025-06-17,B,B,False,2.431
2025-06-20,SKU-00413,C-04R-008-3-B,C,APP,prime,45,275,34,6,28,11,2025-06-09,B,A,True,3.695
2025-06-20,SKU-00414,B-04R-018-1-A,B,APP,floor,9,150,71,10,61,9,2025-06-11,A,A,False,5.645
2025-06-20,SKU-00415,C-03R-017-4-A,C,APP,sub_prime,63,275,24,1,23,12,2025-06-08,B,B,False,1.555
2025-06-20,SKU-00416,A-04R-010-3-A,A,APP,prime,45,50,12,0,12,13,2025-06-07,B,B,False,1.347
2025-06-20,SKU-00417,E-03R-006-1-A,E,APP,floor,9,525,5,0,5,11,2025-06-09,C,B,True,0.886
2025-06-20,SKU-00418,E-04R-015-3-A,E,APP,prime,45,525,28,0,28,10,2025-06-10,B,B,False,1.62
2025-06-20,SKU-00419,C-04L-011-1-A,C,APP,floor,9,275,17,0,17,13,2025-06-07,C,B,True,1.121
2025-06-20,SKU-00420,A-03R-014-1-A,A,APP,floor,9,50,143,8,135,8,2025-06-12,A,A,False,7.334
2025-06-20,SKU-00421,B-03R-012-3-A,B,APP,prime,45,150,28,2,26,15,2025-06-05,B,B,False,1.627
2025-06-20,SKU-00422,A-03R-005-2-B,A,APP,prime,27,50,118,10,108,15,2025-06-05,A,A,False,12.101
2025-06-20,SKU-00423,B-03R-005-4-B,B,APP,sub_prime,63,150,146,8,138,17,2025-06-03,A,A,False,7.131
2025-06-20,SKU-00424,A-04L-002-3-A,A,APP,prime,45,50,36,3,33,6,2025-06-14,A,A,False,6.39
2025-06-20,SKU-00425,E-03L-013-2-A,E,APP,prime,27,525,6,0,6,5,2025-06-15,C,B,True,0.822
2025-06-20,SKU-00426,C-04L-019-3-A,C,APP,prime,45,275,25,0,25,18,2025-06-02,B,B,False,1.596
2025-06-20,SKU-00427,A-03R-006-1-B,A,APP,floor,9,50,17,1,16,17,2025-06-03,B,B,False,1.458
2025-06-20,SKU-00428,D-03R-020-4-A,D,APP,sub_prime,63,400,29,1,28,19,2025-06-01,B,B,False,1.695
2025-06-20,SKU-00429,A-03R-010-3-A,A,APP,prime,45,50,13,0,13,5,2025-06-15,C,B,True,0.782
2025-06-20,SKU-00430,B-04R-002-3-B,B,APP,prime,45,150,36,1,35,8,2025-06-12,B,A,True,3.076
2025-06-20,SKU-00431,C-04L-018-4-B,C,APP,sub_prime,63,275,16,1,15,14,2025-06-06,B,B,False,1.416
2025-06-20,SKU-00432,E-03R-002-4-A,E,APP,sub_prime,63,525,17,1,16,6,2025-06-14,C,B,True,1.022
2025-06-20,SKU-00433,E-03R-017-4-B,E,APP,sub_prime,63,525,15,1,14,16,2025-06-04,C,B,True,1.043
2025-06-20,SKU-00434,D-04R-002-2-A,D,APP,prime,27,400,9,0,9,12,2025-06-08,C,B,True,0.823
2025-06-20,SKU-00435,B-03R-020-2-A,B,APP,prime,27,150,21,1,20,13,2025-06-07,B,B,False,1.399
2025-06-20,SKU-00436,C-03R-008-1-A,C,APP,floor,9,275,39,1,38,11,2025-06-09,B,B,False,2.207
2025-06-20,SKU-00437,C-04R-010-3-A,C,APP,prime,45,275,17,0,17,3,2025-06-17,C,B,True,0.862
2025-06-20,SKU-00438,D-03L-015-2-B,D,APP,prime,27,400,21,0,21,2,2025-06-18,C,B,True,1.078
